bank_name,old_or_new,deposit,deposit_name,from_year,from_period,from_period_d_m_y,from_period_operator,to_year,to_period,to_period_d_m_y,to_period_operator,min_amount,max_amount,premature_y_n,general_roi,senior_roi
Post Office,OLD,SB,Post Office Savings Account,01-04-1981,,,GE,31-12-1998,,,LE,,,,5.5,5.75
Post Office,OLD,SB,Post Office Savings Account,01-01-1999,,,GE,28-02-2001,,,LE,,,,4.5,4.75
Post Office,OLD,SB,Post Office Savings Account,01-03-2001,,,GE,30-11-2011,,,LE,,,,3.5,3.75
Post Office,OLD,SB,Post Office Savings Account,01-12-2011,,,GE,30-09-2022,,,LE,,,,4.0,4.25
Post Office,OLD,SB,Post Office Savings Account,01-10-2022,,,GE,31-12-2022,,,LE,,,,4.0,4.25
Post Office,OLD,SB,Post Office Savings Account,01-01-2023,,,GE,31-03-2024,,,LE,,,,4.0,4.25
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-04-1981,,,GE,31-03-1982,,,LE,,,,9.9,10.15
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-04-1982,,,GE,28-02-1983,,,LE,,,,10.3,10.55
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-03-1983,,,GE,31-03-1987,,,LE,,,,11.3,11.55
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-04-1987,,,GE,31-03-1991,,,LE,,,,11.0,11.25
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-04-1991,,,GE,30-09-1991,,,LE,,,,11.5,11.75
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-10-1991,,,GE,01-09-1993,,,LE,,,,13.5,13.75
Post Office,OLD,RD,National Savings Recurring Deposit Account,02-09-1993,,,GE,31-12-1998,,,LE,,,,12.5,12.75
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-01-1999,,,GE,31-12-1999,,,LE,,,,11.5,11.75
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-01-2000,,,GE,14-01-2000,,,LE,,,,11.5,11.75
Post Office,OLD,RD,National Savings Recurring Deposit Account,15-01-2000,,,GE,31-01-2000,,,LE,,,,10.5,10.75
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-02-2000,,,GE,28-02-2001,,,LE,,,,10.5,10.75
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-03-2001,,,GE,28-02-2002,,,LE,,,,9.0,9.25
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-03-2002,,,GE,28-02-2003,,,LE,,,,8.5,8.75
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-03-2003,,,GE,01-08-2004,,,LE,,,,7.5,7.75
Post Office,OLD,RD,National Savings Recurring Deposit Account,02-08-2004,,,GE,30-11-2011,,,LE,,,,7.5,7.75
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-12-2011,,,GE,31-03-2012,,,LE,,,,8.0,8.25
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-04-2012,,,GE,31-03-2013,,,LE,,,,8.4,8.65
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-04-2013,,,GE,31-03-2014,,,LE,,,,8.3,8.55
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-04-2014,,,GE,17-11-2014,,,LE,,,,8.4,8.65
Post Office,OLD,RD,National Savings Recurring Deposit Account,18-11-2014,,,GE,20-01-2015,,,LE,,,,8.4,8.65
Post Office,OLD,RD,National Savings Recurring Deposit Account,21-01-2015,,,GE,31-03-2015,,,LE,,,,8.4,8.65
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-04-2015,,,GE,31-03-2016,,,LE,,,,8.4,8.65
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-04-2016,,,GE,30-09-2016,,,LE,,,,7.4,7.65
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-10-2016,,,GE,31-03-2017,,,LE,,,,7.3,7.55
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-04-2017,,,GE,30-06-2017,,,LE,,,,7.2,7.45
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-07-2017,,,GE,31-12-2017,,,LE,,,,7.1,7.35
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-01-2018,,,GE,30-09-2018,,,LE,,,,6.9,7.15
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-10-2018,,,GE,31-12-2018,,,LE,,,,7.3,7.55
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-01-2019,,,GE,31-03-2019,,,LE,,,,7.3,7.55
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-04-2019,,,GE,30-06-2019,,,LE,,,,7.3,7.55
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-07-2019,,,GE,30-09-2019,,,LE,,,,7.2,7.45
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-10-2019,,,GE,31-12-2019,,,LE,,,,7.2,7.45
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-01-2020,,,GE,31-03-2020,,,LE,,,,7.2,7.45
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-04-2020,,,GE,30-09-2022,,,LE,,,,5.8,6.05
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-10-2022,,,GE,31-12-2022,,,LE,,,,5.8,6.05
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-01-2023,,,GE,31-03-2023,,,LE,,,,5.8,6.05
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-04-2023,,,GE,30-06-2023,,,LE,,,,6.2,6.45
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-07-2023,,,GE,30-09-2023,,,LE,,,,6.5,6.75
Post Office,OLD,RD,National Savings Recurring Deposit Account,01-10-2023,,,GE,31-03-2024,,,LE,,,,6.7,6.95
Post Office,OLD,TD,National Savings Time Deposit Account,02-03-1981,1,Y,GE,31-03-1982,1,Y,LE,,,,8.5,8.75
Post Office,OLD,TD,National Savings Time Deposit Account,02-03-1981,2,Y,GE,31-03-1982,2,Y,LE,,,,9.5,9.75
Post Office,OLD,TD,National Savings Time Deposit Account,02-03-1981,3,Y,GE,31-03-1982,3,Y,LE,,,,10.5,10.75
Post Office,OLD,TD,National Savings Time Deposit Account,02-03-1981,5,Y,GE,31-03-1982,5,Y,LE,,,,10.5,10.75
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-1982,1,Y,GE,28-02-1983,1,Y,LE,,,,9.0,9.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-1982,2,Y,GE,28-02-1983,2,Y,LE,,,,9.75,10.0
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-1982,3,Y,GE,28-02-1983,3,Y,LE,,,,10.5,10.75
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-1982,5,Y,GE,28-02-1983,5,Y,LE,,,,10.5,10.75
Post Office,OLD,TD,National Savings Time Deposit Account,01-03-1983,1,Y,GE,09-05-1985,1,Y,LE,,,,9.0,9.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-03-1983,2,Y,GE,09-05-1985,2,Y,LE,,,,9.75,10.0
Post Office,OLD,TD,National Savings Time Deposit Account,01-03-1983,3,Y,GE,09-05-1985,3,Y,LE,,,,10.5,10.75
Post Office,OLD,TD,National Savings Time Deposit Account,01-03-1983,5,Y,GE,09-05-1985,5,Y,LE,,,,11.5,11.75
Post Office,OLD,TD,National Savings Time Deposit Account,10-05-1985,1,Y,GE,31-03-1987,1,Y,LE,,,,9.5,9.75
Post Office,OLD,TD,National Savings Time Deposit Account,10-05-1985,2,Y,GE,31-03-1987,2,Y,LE,,,,10.0,10.25
Post Office,OLD,TD,National Savings Time Deposit Account,10-05-1985,3,Y,GE,31-03-1987,3,Y,LE,,,,10.5,10.75
Post Office,OLD,TD,National Savings Time Deposit Account,10-05-1985,5,Y,GE,31-03-1987,5,Y,LE,,,,11.5,11.75
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-1987,1,Y,GE,31-03-1991,1,Y,LE,,,,9.5,9.75
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-1987,2,Y,GE,31-03-1991,2,Y,LE,,,,10.0,10.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-1987,3,Y,GE,31-03-1991,3,Y,LE,,,,10.5,10.75
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-1987,5,Y,GE,31-03-1991,5,Y,LE,,,,11.0,11.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-1991,1,Y,GE,30-09-1991,1,Y,LE,,,,9.5,9.75
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-1991,2,Y,GE,30-09-1991,2,Y,LE,,,,10.0,10.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-1991,3,Y,GE,30-09-1991,3,Y,LE,,,,11.0,11.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-1991,5,Y,GE,30-09-1991,5,Y,LE,,,,11.5,11.75
Post Office,OLD,TD,National Savings Time Deposit Account,01-10-1991,1,Y,GE,15-12-1991,1,Y,LE,,,,10.0,10.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-10-1991,2,Y,GE,15-12-1991,2,Y,LE,,,,11.0,11.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-10-1991,3,Y,GE,15-12-1991,3,Y,LE,,,,13.0,13.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-10-1991,5,Y,GE,15-12-1991,5,Y,LE,,,,13.5,13.75
Post Office,OLD,TD,National Savings Time Deposit Account,16-12-1991,1,Y,GE,01-09-1993,1,Y,LE,,,,12.0,12.25
Post Office,OLD,TD,National Savings Time Deposit Account,16-12-1991,2,Y,GE,01-09-1993,2,Y,LE,,,,12.0,12.25
Post Office,OLD,TD,National Savings Time Deposit Account,16-12-1991,3,Y,GE,01-09-1993,3,Y,LE,,,,13.0,13.25
Post Office,OLD,TD,National Savings Time Deposit Account,16-12-1991,5,Y,GE,01-09-1993,5,Y,LE,,,,13.5,13.75
Post Office,OLD,TD,National Savings Time Deposit Account,02-09-1993,1,Y,GE,31-12-1999,1,Y,LE,,,,10.5,10.75
Post Office,OLD,TD,National Savings Time Deposit Account,02-09-1993,2,Y,GE,31-12-1999,2,Y,LE,,,,11.0,11.25
Post Office,OLD,TD,National Savings Time Deposit Account,02-09-1993,3,Y,GE,31-12-1999,3,Y,LE,,,,12.0,12.25
Post Office,OLD,TD,National Savings Time Deposit Account,02-09-1993,5,Y,GE,31-12-1999,5,Y,LE,,,,12.5,12.75
Post Office,OLD,TD,National Savings Time Deposit Account,01-01-1999,1,Y,GE,14-01-2000,1,Y,LE,,,,9.0,9.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-01-1999,2,Y,GE,14-01-2000,2,Y,LE,,,,10.0,10.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-01-1999,3,Y,GE,14-01-2000,3,Y,LE,,,,11.0,11.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-01-1999,5,Y,GE,14-01-2000,5,Y,LE,,,,11.5,11.75
Post Office,OLD,TD,National Savings Time Deposit Account,15-01-2000,1,Y,GE,28-02-2001,1,Y,LE,,,,8.0,8.25
Post Office,OLD,TD,National Savings Time Deposit Account,15-01-2000,2,Y,GE,28-02-2001,2,Y,LE,,,,9.0,9.25
Post Office,OLD,TD,National Savings Time Deposit Account,15-01-2000,3,Y,GE,28-02-2001,3,Y,LE,,,,10.0,10.25
Post Office,OLD,TD,National Savings Time Deposit Account,15-01-2000,5,Y,GE,28-02-2001,5,Y,LE,,,,10.5,10.75
Post Office,OLD,TD,National Savings Time Deposit Account,01-03-2001,1,Y,GE,28-02-2002,1,Y,LE,,,,7.5,7.75
Post Office,OLD,TD,National Savings Time Deposit Account,01-03-2001,2,Y,GE,28-02-2002,2,Y,LE,,,,8.0,8.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-03-2001,3,Y,GE,28-02-2002,3,Y,LE,,,,9.0,9.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-03-2001,5,Y,GE,28-02-2002,5,Y,LE,,,,9.0,9.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-03-2002,1,Y,GE,28-02-2003,1,Y,LE,,,,7.25,7.5
Post Office,OLD,TD,National Savings Time Deposit Account,01-03-2002,2,Y,GE,28-02-2003,2,Y,LE,,,,7.5,7.75
Post Office,OLD,TD,National Savings Time Deposit Account,01-03-2002,3,Y,GE,28-02-2003,3,Y,LE,,,,8.25,8.5
Post Office,OLD,TD,National Savings Time Deposit Account,01-03-2002,5,Y,GE,28-02-2003,5,Y,LE,,,,8.5,8.75
Post Office,OLD,TD,National Savings Time Deposit Account,01-03-2003,1,Y,GE,30-11-2011,1,Y,LE,,,,6.25,6.5
Post Office,OLD,TD,National Savings Time Deposit Account,01-03-2003,2,Y,GE,30-11-2011,2,Y,LE,,,,6.5,6.75
Post Office,OLD,TD,National Savings Time Deposit Account,01-03-2003,3,Y,GE,30-11-2011,3,Y,LE,,,,7.25,7.5
Post Office,OLD,TD,National Savings Time Deposit Account,01-03-2003,5,Y,GE,30-11-2011,5,Y,LE,,,,7.5,7.75
Post Office,OLD,TD,National Savings Time Deposit Account,01-12-2011,1,Y,GE,31-03-2012,1,Y,LE,,,,7.7,7.95
Post Office,OLD,TD,National Savings Time Deposit Account,01-12-2011,2,Y,GE,31-03-2012,2,Y,LE,,,,7.8,8.05
Post Office,OLD,TD,National Savings Time Deposit Account,01-12-2011,3,Y,GE,31-03-2012,3,Y,LE,,,,8.0,8.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-12-2011,5,Y,GE,31-03-2012,5,Y,LE,,,,8.3,8.55
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2012,1,Y,GE,31-03-2013,1,Y,LE,,,,8.2,8.45
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2012,2,Y,GE,31-03-2013,2,Y,LE,,,,8.3,8.55
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2012,3,Y,GE,31-03-2013,3,Y,LE,,,,8.4,8.65
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2012,5,Y,GE,31-03-2013,5,Y,LE,,,,8.5,8.75
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2013,1,Y,GE,31-03-2014,1,Y,LE,,,,8.2,8.45
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2013,2,Y,GE,31-03-2014,2,Y,LE,,,,8.2,8.45
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2013,3,Y,GE,31-03-2014,3,Y,LE,,,,8.3,8.55
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2013,5,Y,GE,31-03-2014,5,Y,LE,,,,8.4,8.65
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2014,1,Y,GE,31-03-2016,1,Y,LE,,,,8.4,8.65
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2014,2,Y,GE,31-03-2016,2,Y,LE,,,,8.4,8.65
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2014,3,Y,GE,31-03-2016,3,Y,LE,,,,8.4,8.65
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2014,5,Y,GE,31-03-2016,5,Y,LE,,,,8.5,8.75
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2016,1,Y,GE,30-09-2016,1,Y,LE,,,,7.1,7.35
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2016,2,Y,GE,30-09-2016,2,Y,LE,,,,7.2,7.45
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2016,3,Y,GE,30-09-2016,3,Y,LE,,,,7.4,7.65
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2016,5,Y,GE,30-09-2016,5,Y,LE,,,,7.9,8.15
Post Office,OLD,TD,National Savings Time Deposit Account,01-10-2016,1,Y,GE,31-03-2017,1,Y,LE,,,,7.0,7.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-10-2016,2,Y,GE,31-03-2017,2,Y,LE,,,,7.1,7.35
Post Office,OLD,TD,National Savings Time Deposit Account,01-10-2016,3,Y,GE,31-03-2017,3,Y,LE,,,,7.3,7.55
Post Office,OLD,TD,National Savings Time Deposit Account,01-10-2016,5,Y,GE,31-03-2017,5,Y,LE,,,,7.8,8.05
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2017,1,Y,GE,30-06-2017,1,Y,LE,,,,6.9,7.15
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2017,2,Y,GE,30-06-2017,2,Y,LE,,,,7.0,7.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2017,3,Y,GE,30-06-2017,3,Y,LE,,,,7.2,7.45
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2017,5,Y,GE,30-06-2017,5,Y,LE,,,,7.7,7.95
Post Office,OLD,TD,National Savings Time Deposit Account,01-07-2017,1,Y,GE,31-12-2017,1,Y,LE,,,,6.8,7.05
Post Office,OLD,TD,National Savings Time Deposit Account,01-07-2017,2,Y,GE,31-12-2017,2,Y,LE,,,,6.9,7.15
Post Office,OLD,TD,National Savings Time Deposit Account,01-07-2017,3,Y,GE,31-12-2017,3,Y,LE,,,,7.1,7.35
Post Office,OLD,TD,National Savings Time Deposit Account,01-07-2017,5,Y,GE,31-12-2017,5,Y,LE,,,,7.6,7.85
Post Office,OLD,TD,National Savings Time Deposit Account,01-01-2018,1,Y,GE,30-09-2018,1,Y,LE,,,,6.6,6.85
Post Office,OLD,TD,National Savings Time Deposit Account,01-01-2018,2,Y,GE,30-09-2018,2,Y,LE,,,,6.7,6.95
Post Office,OLD,TD,National Savings Time Deposit Account,01-01-2018,3,Y,GE,30-09-2018,3,Y,LE,,,,6.9,7.15
Post Office,OLD,TD,National Savings Time Deposit Account,01-01-2018,5,Y,GE,30-09-2018,5,Y,LE,,,,7.4,7.65
Post Office,OLD,TD,National Savings Time Deposit Account,01-10-2018,1,Y,GE,31-12-2018,1,Y,LE,,,,6.9,7.15
Post Office,OLD,TD,National Savings Time Deposit Account,01-10-2018,2,Y,GE,31-12-2018,2,Y,LE,,,,7.0,7.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-10-2018,3,Y,GE,31-12-2018,3,Y,LE,,,,7.2,7.45
Post Office,OLD,TD,National Savings Time Deposit Account,01-10-2018,5,Y,GE,31-12-2018,5,Y,LE,,,,7.8,8.05
Post Office,OLD,TD,National Savings Time Deposit Account,01-01-2019,1,Y,GE,31-03-2019,1,Y,LE,,,,7.0,7.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-01-2019,2,Y,GE,31-03-2019,2,Y,LE,,,,7.0,7.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-01-2019,3,Y,GE,31-03-2019,3,Y,LE,,,,7.0,7.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-01-2019,5,Y,GE,31-03-2019,5,Y,LE,,,,7.8,8.05
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2019,1,Y,GE,30-06-2019,1,Y,LE,,,,7.0,7.25
Post Office,OLD,TD,National Savings Time Deposit Account,01-04-2019,2,Y,GE,30-06-2019,2,Y,LE,,,,7.0,7.25
